"","country","site","year","date","gear","inside_area","species","length_cm"
"108","Indonesia","Karimunjawa National Park",2003,"5/13/03","Trap","Inside","Caesio cuning",27.351
"109","Indonesia","Karimunjawa National Park",2003,"5/13/03","Trap","Inside","Caesio cuning",32.292
"110","Indonesia","Karimunjawa National Park",2003,"5/13/03","Trap","Inside","Caesio cuning",34.398
"111","Indonesia","Karimunjawa National Park",2003,"5/13/03","Trap","Inside","Caesio cuning",30.865
"112","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Scarus ghobban",33.026
"113","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Scarus ghobban",27.331
"114","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Caesio cuning",24.247
"115","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Caesio cuning",23.196
"116","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Caesio cuning",33.245
"117","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Caesio cuning",38.622
"118","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Caesio cuning",31.117
"119","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Caesio cuning",31.218
"120","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Caesio cuning",22.923
"121","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Scarus ghobban",28.254
"122","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Plectropomus areolatus",26.22
"123","Indonesia","Karimunjawa National Park",2003,"5/14/03","Trap","Inside","Caesio cuning",26.74
"124","Indonesia","Karimunjawa National Park",2003,"5/15/03","Trap","Inside","Caesio cuning",26.362
"125","Indonesia","Karimunjawa National Park",2003,"5/15/03","Trap","Inside","Caesio cuning",32.079
"126","Indonesia","Karimunjawa National Park",2003,"5/15/03","Trap","Inside","Caesio cuning",33.145
"127","Indonesia","Karimunjawa National Park",2003,"5/15/03","Trap","Inside","Caesio cuning",32.071
"128","Indonesia","Karimunjawa National Park",2003,"5/15/03","Trap","Inside","Plectropomus oligacanthus",51.752
"129","Indonesia","Karimunjawa National Park",2003,"5/16/03","Trap","Inside","Caesio cuning",35.886
"130","Indonesia","Karimunjawa National Park",2003,"5/16/03","Trap","Inside","Caesio cuning",31.524
"131","Indonesia","Karimunjawa National Park",2003,"5/16/03","Trap","Inside","Caesio cuning",31.25
"132","Indonesia","Karimunjawa National Park",2003,"5/16/03","Trap","Inside","Caesio cuning",27.353
"133","Indonesia","Karimunjawa National Park",2003,"5/16/03","Trap","Inside","Caesio cuning",28.283
"134","Indonesia","Karimunjawa National Park",2003,"5/16/03","Trap","Inside","Caesio cuning",26.006
"135","Indonesia","Karimunjawa National Park",2003,"5/16/03","Trap","Inside","Caesio cuning",29.564
"136","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",23.075
"137","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",20.294
"138","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",21.72
"139","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",33.523
"140","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",20.381
"141","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",24.934
"142","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",21.163
"143","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",32.164
"144","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",19.328
"145","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",21.597
"146","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",24.377
"147","Indonesia","Karimunjawa National Park",2003,"5/18/03","Gillnet","Inside","Caesio cuning",32.975
"148","Indonesia","Karimunjawa National Park",2003,"5/19/03","Gillnet","Outside","Caesio cuning",34.09
"149","Indonesia","Karimunjawa National Park",2003,"5/19/03","Trap","Inside","Caesio cuning",30.269
"150","Indonesia","Karimunjawa National Park",2003,"5/19/03","Trap","Inside","Caesio cuning",29.368
"151","Indonesia","Karimunjawa National Park",2003,"5/19/03","Trap","Inside","Caesio cuning",25.394
"152","Indonesia","Karimunjawa National Park",2003,"5/19/03","Trap","Inside","Caesio cuning",25.944
"153","Indonesia","Karimunjawa National Park",2003,"5/19/03","Trap","Inside","Scarus ghobban",39.259
"154","Indonesia","Karimunjawa National Park",2003,"5/19/03","Trap","Inside","Scarus ghobban",36.032
"155","Indonesia","Karimunjawa National Park",2003,"5/20/03","Speargun","Outside","Bolbometopon muricatum",50.686
"156","Indonesia","Karimunjawa National Park",2003,"5/20/03","Gillnet","Inside","Scarus ghobban",13.378
"157","Indonesia","Karimunjawa National Park",2003,"5/21/03","Gillnet","Outside","Caesio cuning",26.498
"158","Indonesia","Karimunjawa National Park",2003,"5/21/03","Gillnet","Outside","Caesio cuning",22.022
"159","Indonesia","Karimunjawa National Park",2003,"5/21/03","Speargun","Outside","Scarus ghobban",29.141
"160","Indonesia","Karimunjawa National Park",2003,"5/21/03","Speargun","Outside","Bolbometopon muricatum",77.714
"161","Indonesia","Karimunjawa National Park",2003,"5/21/03","Trap","Outside","Caesio cuning",29.32
"162","Indonesia","Karimunjawa National Park",2003,"5/23/03","Gillnet","Outside","Scarus ghobban",34.023
"163","Indonesia","Karimunjawa National Park",2003,"5/25/03","Muroami","Inside","Caesio cuning",29.091
"164","Indonesia","Karimunjawa National Park",2003,"9/6/03","Muroami","Inside","Caesio cuning",22.841
"165","Indonesia","Karimunjawa National Park",2003,"9/6/03","Muroami","Inside","Caesio cuning",28.005
"166","Indonesia","Karimunjawa National Park",2003,"9/6/03","Muroami","Inside","Caesio cuning",23.331
"167","Indonesia","Karimunjawa National Park",2003,"9/6/03","Muroami","Inside","Caesio cuning",26.582
"168","Indonesia","Karimunjawa National Park",2003,"9/6/03","Muroami","Inside","Caesio cuning",34.035
"169","Indonesia","Karimunjawa National Park",2003,"9/6/03","Muroami","Inside","Caesio cuning",34.796
"170","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",29.238
"171","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",31.356
"172","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",32.439
"173","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",22.751
"174","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Plectropomus oligacanthus",38.53
"175","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",22.59
"176","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",20.615
"177","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",25.56
"178","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",28.874
"179","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",26.488
"180","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",20.736
"181","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",21.76
"182","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",20.593
"183","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",23.102
"184","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",22.379
"185","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",25.215
"186","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",26.565
"187","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",23.333
"188","Indonesia","Karimunjawa National Park",2003,"9/7/03","Muroami","Inside","Caesio cuning",20.77
"189","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",30.316
"190","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",24.208
"191","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",18.88
"192","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",23.834
"193","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",21.811
"194","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",21.451
"195","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",22.767
"196","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",21.905
"197","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",25.958
"198","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",18.275
"199","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",24.496
"200","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",24.294
"201","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",23.226
"202","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",24.195
"203","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",23.523
"204","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",23.243
"205","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",23.261
"206","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",23.764
"207","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",21.729
"208","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",25.498
"209","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",31.765
"210","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",24.162
"211","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",25.347
"212","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",27.418
"213","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",23.742
"214","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",23.384
"215","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",29.714
"216","Indonesia","Karimunjawa National Park",2003,"9/9/03","Muroami","Inside","Caesio cuning",24.709
"217","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",27.767
"218","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",29.661
"219","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",26.73
"220","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",31.332
"221","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",34.242
"222","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",31.927
"223","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",35.366
"224","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",34.412
"225","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",27.901
"226","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",26.633
"227","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",32.994
"228","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",25.272
"229","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",29.839
"230","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",25.853
"231","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",27.715
"232","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",26.422
"233","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",17.661
"234","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",28.317
"235","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",17.398
"236","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",23.313
"237","Indonesia","Karimunjawa National Park",2003,"9/10/03","Muroami","Inside","Caesio cuning",21.562
"238","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",32.644
"239","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",26.079
"240","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",28.644
"241","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",33.8
"242","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",27.769
"243","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",33.805
"244","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",37.658
"245","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",36.455
"246","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",24.602
"247","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",36.186
"248","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",24.602
"249","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",28.751
"250","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",33.533
"251","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",35.189
"252","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",31.331
"253","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",26.401
"254","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",24.366
"255","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",34.424
"256","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",33.352
"257","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",32.521
"258","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",33.775
"259","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",34.375
"260","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",34.118
"261","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",25.714
"262","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",34.952
"263","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",33.053
"264","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",25.46
"265","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",31.53
"266","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",28.609
"267","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",32.121
"268","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",31.216
"269","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",31.229
"270","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",34.331
"271","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",24.399
"272","Indonesia","Karimunjawa National Park",2003,"9/13/03","Muroami","Inside","Caesio cuning",39.002
